ft,id,lg,predicted_label,classification_result,correct,article_link
"Poèmes mis en gravure Artiste, graveur sur bois de préfé- rence, le Fribourgeois André Clerc a déjà plusieurs expositions derrière lui. II a notamment participé à la dernière triennale de Xylon international. An- dré Clerc est également l auteur de plu- sieurs portefeuilles de luxe qui réunis- sent poèmes dauteurs célèbres et ses gravures. « Poèmes à voin >, la dernière réali- sation dAndré Clerc, tirée par P.-A. Pingoud constitue une nouvelle étape. A la manière des enluminures, mais sur un mode tout à fait contemporain, A. Clerc intègre les textes quil illustre dans sa gravure elle-même, à la manière dun calligramme renouvelé. Douze poètes contemporains figurent dans louvrage, dApollinaire à Eluard, dAragon, en passant par Char et Prévert. En outre, André Clerc n a pas hésité à faire appel à des poètes vivants pour quils lui confient un de leurs inédits. Guillevic, Seghers, Georges Jean et Maurice Chappaz lui ont répondu favorablement, doù quatre brefs textes inédits. C. C D « Poèmes à voin >, portefeuille de douze bois gravés, diffusé par lartiste. Ch. de Lorette. Fribourg. « La mer », un inédit de Guillevic et la gravure de Clerc ",LLE-1986-07-26-a-i0332,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1986-07-26-a-i0332
"Bulle, Musée gruérien Marionnettes suisses ma-sa 10-12 h., 14-17 h., di et fêtes 14-17 h. Jusqu au 7 septembre ",LLE-1986-08-14-a-i0424,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1986-08-14-a-i0424
"Son épouse, Madame Claudine Cotting-Monney et ses enfants Pascal, Sté phane et Dominique, à Neuchâtel; Sa soeur et ses frères; Monsieur et Madame Robert et Augusta Monney-Carrel; ainsi que les familles parentes, alliées et amies, ont le chagrin de faire part du décès de Monsieur Pierre COTTING leur cher époux, papa, frère, beau-frère, oncle, cousin, parent et ami, enlevé à leur tendre affection, le 6 octobre 1986, des suites d un accident de la circulation. La messe de sépulture sera célébrée le jeudi 9 octobre 1986, à 9 heures, en léglise de Saint-Norbert, rue de la Dime 81, à Neuchâtel. Le corps repose à la chapelle mortuaire de Beauregard à Neuchâtel. Adresse de la famille: Vidretta 21, 2000 Neuchâtel. Cet avis tient lieu de lettre de faire part. 17-40439 ",LLE-1986-10-08-a-i0001,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1986-10-08-a-i0001
"î bière en hausse Consommation de bière en hausse Chez Sibra Léger recul chez Sibra La consommation moyenne de bière par habitant a légè- rement augmenté durant l année brassicole 1985-86. Elle a passé de 70, 3 litres à 70, 6 litres et les ventes de bière ont augmenté de 0, 9%. Le premier groupe brassicole suisse, le groupe Feldschlôsschen, a vendu 1, 41 million dhectolitres, soit une hausse de 1, 7%. ( ATS) ",LLE-1986-11-08-a-i0051,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1986-11-08-a-i0051
"Son épouse: Anne-Marie Borcard-Conus, à Vuadens; Ses enfants: Marianne et Régis Seydoux-Borcard et leurs enfants José, Dominique, Nico las, Stéphane et leur petite-fille Amélie, à Sales; Lucienne et Gaston Rouiller-Borcard et leurs enfants Serge, Christine et son ami Didier, à Vuadens; Cécile et Bernard Bourquenoud-Borcard et leurs enfants Sophie et Pierre, à Vaulruz; Madeleine et Daniel Leu-Borcard et leurs enfants Sandra, Stéphanie et Martine, à Vuadens; Ses frères et soeurs: Famille Jules Borcard-Dévaud, à Genève; Famille Marie Stucki-Borcard, à Belp; Madame veuve Calybite Borcard, à Sorens, et ses enfants à Sorens, Gran ges / SO, Saint-Biaise, Les Ecasseys, Zurich, Genève et Vevey; Les familles Conus, Rouiller, Pittet, Borcard, Demierre et Clerc, ainsi que les familles parentes et amies, ont le regret de faire part du décès de Monsieur Léon BORCARD leur cher époux, papa, beau-père, grand-papa, arrière-grand-papa, frère, beau-frère, beau-fils, oncle, cousin, parrain, parent et ami, que Dieu a rappelé à Lui, le lundi 10 novembre 1986, à lâge de 76 ans, réconforté par les sacrements de lEglise. L office de sépulture sera célébré en léglise de Vuadens, le mercredi 12 novembre, à 14 h. 30. Le défunt repose à son domicile: La Moilletaz, 1628 Vuadens. R. I. P. Cet avis tient lieu de lettre de faire part 17-13600 ",LLE-1986-11-11-a-i0035,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1986-11-11-a-i0035
"Mécanicien d'automobiles Pour compléter son équipe, le garage Red Star S. A ., R. Mettraux, Lausanne, engagerait quelques mécaniciens capables, sérieux et travailleurs. Place stable et bien rétribuée pour ouvriers qualifiés. — Faire offres écrites avec curriculum vitae, prétentions et date d'entrée. ",EXP-1946-04-03-a-i0031,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1946-04-03-a-i0031
"Monsieur le docteur Emile Lanz, à Neuchâtel ; Monsieur et Madame Emmanuel Lanz-Favre, à Neuchâtel ; Madame et Monsieur O. Berntz-Lanz, missionnaires en Afrique du sud, et leurs enfants : Ruth et Esther ; Monsieur A .-C. Glavel et iamiile, en Floride ; Madame M. Hill-Clavel et son fils, en Californie, ainsi que les familles alliées à Berne, Thoune, Winterthour et. Lausanne, ont la grande douleur de faire part du décès de Madame Emile LANZ née CLAVEL leur bien chère épouse, maman, grandmaman, sœur, tante et parente, que Dieu a reprise à Lui paisiblement après une courte maladie. Neuohâtel, le 15 septembre 1946. La mort a été engloutie par la victoire... Grâces soient rendues à Dieu, qui nous donne la victoire par notre Seigneur Jésus-Christ 1 1 Cor. XV, 54-57. L'ensevelissement, sans suite, aura lieu dimanche 15 septembre, à 15 heures. Culte à la chapelle du Crématoire. Domicile mortuaire : Rue Matile 83. Cet avis tient lieu de lettre de faire-part __________________________^___________________ n __ n __ _a _ _a _________ i ",EXP-1946-09-13-a-i0167,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1946-09-13-a-i0167
"Y Dessinateur technique La direction soussignée met au concours une place de dessinateur technique au service de construction Les candidats, de nationalité suisse, jouissant d'une bonne santé, âgé de moins de 25 ans, peuvent présenter leur offre manuscrite, acompagnée du certificat de capacités, d'un extrait de naissance ou acte d'origine, d'un certificat de bonnes mœurs, des certificats d'activité antérieure et de leur livret de service militaire JUSQU'AU 30 SEPTEMBRE 1946, à la DIRECTION DES TÉLÉPHONES NEUCHATEL. ",EXP-1946-09-16-a-i0034,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1946-09-16-a-i0034
"t Monsieur Antoine Brand : Monsieur et Madame Louis Brand j Monsieur et Madame Albert Dupraz et leurs fils Louis, Georges, Edmond, et Albert ; Monsieur et Madame Edmond Brand et leur fille Ariette, à Neuchâtel ; Monsieur et Madame Georges Brand et leur fille Fernande ; Monsieur et Madame Albert Brand et leurs filles Claire et Ariane ; Monsieur et Madame Jacques na-Brand et leurs fils, à Madrid ; Monsieur Joseph Bouohardy, ses enfants et petits-enfants ; Monsieur et Madame Jules Brand, leurs enfants et petite-fille ; Les enfants, petits-enfants et petit-enfant de feu Joseph Brand, à Lyon ; Monsieur Paul Rey, à Thairy (Haute-Savoie) ; Madame Lucienne Rey ; Madame Eugénie Dupraz ; Les familles Donnier, Servettaz, Rey, Boimond, Brunet, Poucet, Lupin, _Guilland, Cusin, Ohavonin, Gabert Benedetti, Brand, Salvati, parentes et alliées ; Mademoiselle Imhoof, sa dévouée Infirmière, ont la grande douleur de faire part du décès de Madame Antoine BRAND née Pauline REY leur chère épouse, mère, belle-mère, grand-mère, arrière-grand-mère, soeur, tante, grand-tante, marraine, cousine et parente, enlevée à leur affection dans sa 71 me année, après une longue maladie chrétiennement supportée, munie des sacrements de l'Eglise. La messe de sépulture sera célébrée en l'église de Collonge-Bellerive, le samedi 9 novembre 1946, à 10 heures, et les honneurs se rendront à la sortie du cimetière. Domicile mortuaire : avenue Gaspard-Vallette 7, c / M Dupraz, Genève. — Dès vendredi soir : Les _Contamines-sous-Oher, Collonge-Bellerive (et de Genève). De Prof tendis ! Cet avis tient Heu de lettre de faire-part ",EXP-1946-11-08-a-i0155,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1946-11-08-a-i0155
"Repose en paix, cher papa, tes souffrances sont passées. Le travail fut sa vie. Madame et Monsieur Alfred ler-Sigrist et leur fillette Héliette, à Montmollin, ainsi que les familles Sigrist, Geissler, Heimann et alliées, ont la grande douleur de faire part du décès de leur cher père, beaupère, grand-père, oncle, beau-frère et parent, Monsieur Alfred SIGRIST allié HEIMANN < nie Dieu a repris à Lui, aujourd'hui jeudi, à 9 heures, dans sa § 0 me année, après une longue maladie supportée avec courage et résignation. Montmollin, le 14 janvier 1943. L'enterrement, sans suite, aura lieu à Coffrane samedi 16 janvier ; départ de Montmollin à 14 heures. Le présent avis tient Heu de lettre « le faire-part ",EXP-1943-01-15-a-i0093,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1943-01-15-a-i0093
"I _à L'UNIVERSITE f DE GENEVE j ouvre une inscription en vue de pourvoir un poste de PROFESSEUR EXTRAORDINAIRE de sociologie de la politique sociale au département de sociologie de la Faculté des sciences économiques et sociales. \ Il s'agit d'un poste à plein temps. Entrée en fonction : 1 octobre 1980. | Les candidats sont priés de faire valoir leurs titres avant le 18 avril 1980 auprès de l'administrateur de la Faculté des j sciences économiques et sociales. Université de Genève, place de l'Université 3, 1211 Genève 4, auquel ils peuvent s'adresser pour connaître les conditions, eseos-o i ",EXP-1980-02-26-a-i0378,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1980-02-26-a-i0378
"_JE _^ Il [<14 ^) _il _^ i j _h _ _wm _ILrii. _^ rt—M —Ja A T _^ r-'mmw _^ —\ _% —M—mm'_* T _^ A _^'_^ \ ¦ _^ maa _^ m—\ B i _^ _Mfc _^ W A' _^ _^ ¦ » r *». ""B B _^ "" _* I _Wi _^ f mr âmW m'\\ aw * I fi S T * 1 fi i B N I I Ifi T / fl VI i _^ H _vPni m i Vf'Jft V HT ¦¦ ¦ •> mW _^ _^ Êm' -Wn _'-B 'I ¦ % 1 « i B i i Vi I f _^ nrWa UL _m _j _^ _Â _^. _^ _L. ^^ _r'^^ fik _. Bw _^_'mak ^^ L _. ^^ J fi _V B ^_-^^_ f B B _ifik _^ L i 1 ^^ Jl 1 nBfi _^ HfigH _^ Kf _^ H fiffiBn ; iiCiHKVi. y "" **. _iwîô ^^ B _Btwffl M _^ TlnB W _^ K _^ fll ¦ _wBfiyfigfiwMWWI ^^ Bw _^ Bl (f § L^ _x ^<<flTn _? TT _^ T^^ _rBflfiHflfi _^ _fiYflfl ^^ H§|| BBBHH v- : y. _- ¦ [MHIMI MHlHM BKS—B _^ —^ L—USAASAU _^ _UAJ _^ I _^ B _^ _AI _^ _faihâ | ¦¦ _MM BHHHBBB yy Wfc- ^^ àWr _^ _iX _BS BB ¦¦¦¦¦¦¦¦¦ M _i fi _ABfififiMlfil flfl | ÎW B Vj. _^ _- _. / _V _JK. _TlirTTTT _^ _Mmj \\\\ immama \ BBBHLBB ! I ""'"" ¦'-i ¦ i i, r ¦ i i-¦ ¦ _- _, il'",EXP-1980-03-08-a-i0284,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1980-03-08-a-i0284
"t Monsieur et Madame Marcel lomb-Verdon et leurs enfants, à Saint-Aubin (FR) ; Monsieur et Madame Armand lomb-Groux, leurs enfants et petitsenfants, à Yverdon ; Monsieur et Madame Jules Collomb-Verdon, leurs enfants et petits-enfants, à Neuchâtel ; Monsieur et Madame Roger Collomb-Bucher, à Villars-sur-Glâne ; Madame et Monsieur Georges Fivaz-Collomb, à Peseux ; Monsieur et Madame André lomb-Cressier et leurs enfants, à Neuchâtel ; Les familles Haymoz _, Collomb et Wessner, ainsi que les familles parentes, alliées et amies, ont le profond chagrin de faire part du décès de Madame Thérèse COLLOMB leur très chère maman, grand-maman, arrière-grand-maman, sœur, belle-sœur, tante et amie, enlevée à leur tendre affection le 7 avril, dans sa 82 """"-'année. L'office d'enterrement sera célébré en l'église de Delley, le jeudi 10 avril, à 15 heures. Domicile de la famille : Monsieur et Madame Jules Collomb, Fontaine-André 42, Neuchâtel. Cet avis tient lieu de lettre de faire part 74105 M ",EXP-1980-04-09-a-i0044,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1980-04-09-a-i0044
"^§ 5 _^ de la Maladière Mardi 14 octobre à 20 heures NEUCHÂTEL XAMAX A. C. TURIN Cartes de membres valables Location d'avance : Muller Sport- Delley Sport 110702 R Stade « K _Wy —» _* »«. IL — _. _ai .,. 1 ,. — _» a «^ a—ÉaaalgJMal ",EXP-1980-10-14-a-i0217,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1980-10-14-a-i0217
"[es cadres romands y suivent le cours des événements. L'alliance qui brille par son audience... JOIRXAL DE mm Groupe Romand Les événements de la Bourse, son évolution, ses tendances-traités en profondeur par le Groupe Romand. Ceux de la haute finance, de l'économie, de tout ce qui bouge et permet d'anticiper. Un concentré d'informations quotidiennes données en quantité et qualité, dans un format maniable, pratique, vite déployé. Un must pour les battants, les décideurs, les gestionnaires, ceux qui engagent du personnel ou investissent des capitaux. Qu'ils exercent une profession libérale ou assument des responsabilités dans l'industrie, tous se fondent sur l'analyse des leaders de la presse d'opinion romande. Entre autres. Et tous considèrent la publicité comme un puissant i 'levier. D'où l'importance des média qu'ils tiennent en haute estime. Or qui dit média bien cotés en . haut lieu dit publicité par excellence. Un exemple probant : le Groupe Romand. ",GDL-1989-05-08-a-i0141,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1989-05-08-a-i0141
"tEvilards.-Bienne""^i< ?Hôteldes3Sapins] _^ r recommandé par de nombreux Comités et Commissions. Emplacement avec _^ _ _< _fr vue et engins de gymnastique, pour 1000 personnes. 9994-23 M Table d'hôte et Carte française. _^ X Téléphone. C. Klnser-Schwarz. _< _£ N.-B. — Meilleur point de départ pour le Taubenloch. J ",IMP-1904-07-13-a-i0087,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1904-07-13-a-i0087
"_CSCTORSEB A ÉCRIRE IBACBINB de premier ordre mu-oie des derniers perfectionnements. ""QQ Clavier universel de 84 touches Représentant pour la Suisse française Delachaux & Niestlé, Editeurs, Neuchâtel Dépôt unique pour LA CHAUX-DE-FOHDS et LE LOCLE Imprlmerie-Librairle-Papeterle Courvoisier . PLACE DU MARCHÉ PLACE DU MARCHÉ ^^^ ^^ m _^ _^ mm. m. mu,., I-^_*_ ____^ __ _____ _. ** _V j ____. _____________ * -ii ¦ i i ¦ _______¦¦ II i [¦¦. —¦ Ma tm __ m ______ 9 _________________ m __ _W ___ 9 _ t _________________ W ___ m ",IMP-1904-10-04-a-i0035,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1904-10-04-a-i0035
"BOUCHERIE-CHARCUTERIE fl Rue de la Balance J. SCHMIDIGER Rue de la Balance 12 Gros Veau à 80 cts. le demi-kilo Jennes Montons, depuis 75 ct. le demi-kilo. Jambon famé â 85 c. le demi-kilo Filet famé à 90 c. le demi-kilo Tons ies Samedis, Lapins frais, à 85 c. le demi-kilo, Ohonoroûto et Sonrlèbe HT TOMI le * Mardi et Vendredi, BOUDIN FRAIS ""m ® 15107-86 SE RECOMMANDE. I ",IMP-1904-11-23-a-i0036,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/IMP-1904-11-23-a-i0036
"GKAND6 MAGASINS DU LOIIVBE PARIS Lundi 5 Mars EXPOSITION GENERALE DBS NOUVEAUTES D'ETE wfc mm argent d* aeita aar aiaaaturc. Société industriel^ I ri Cl | +.rusLâmirt'ns (20* aaoée) Discret.nirucinroHMi Guéri*on redlcele de IIMPUISBAIfC* p.procédé luoffensirîO ans de succès.Nohe* franco. IVORHIKT. 20 r. Ricfcer.Parle. HOMMES 1 Chemiserie Spéciale | 102, BOULBVARD SÉBASTOPOL, PARIS . Le* géranU MICHEAU & CHOPIN ù «t «S 1*''Quant f»p»Uirt"" i 2""90 lus n GRAND CHOIX le: Ravnns- */?>«. Chemises CtrißlU» -ïï&jr pHommestlOsmes et» h < I LINGERIE de DA SIM **%>>...'\ j Ravnns* unsmises uraßM* k -t--nal T f Hommes et Dames I, LINGERIE de DAINES ***!/$£'\ LATETTES pu EHFAHTS m laL Vêtements iv tente f Hommes f- CHAPELLERIE, CHAUSSURES, W/Jf/L CRAVATES, SAUTS, PARAPLUIES, etc. INVOI FRANCO OU C4TALOQUC ILLUtTRÉ l * Fréter «r »!«»«■ rwDlM«toß) , CREDIT HATIONAE,!», ™"" Tarbl*»- SmW »•■ v Para laaiisâïtf'.Prtual Lsatfts ",lepetitparisien-1900-03-02-a-i0073,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/lepetitparisien-1900-03-02-a-i0073
"Ressemelage complet _HH _S _^ MB : pou ,- HOMMES _ _~ _A _» _BtWW _tfiï _ W _$ _* * CUIR DE QUALITÉ _tJ _& _CW _^ _« _S _^ TRAVAIL SOIGNÉ » g * _W _^ J' G * _^ _^ _Iw _' _* _^ _^ Pour DAMES _Ressemelage M Ifij A. Cochard _COiïipfô. _TTaS _^ W Supplément cousu Fr. | _Œ I _OT 3 1. — ",EXP-1937-07-24-a-i0050,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1937-07-24-a-i0050
"L'Union Commerciale et l'Associa. lion des Vieux-Unionistes ont l » grand regret d'aviser leurs mem. bres du décès de Monsieur Alfred ISELY père de Monsieur Alfred Isely,. bre d'honneur et ancien président. L'ensevelissement, avec suite, aura lieu le mardi 28 septembre, à 13 h, Domicile mortuaire : rue du Château _^ Les comités. ",EXP-1937-09-28-a-i0117,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1937-09-28-a-i0117
"Madame Lina Martinet ; Monsieur et Madame Louis Marti'net, à Paris ; Monsieur et Madame Maurice Martinet et leur fils Eric, à Peseux, ainsi que les familles parentes et alliées, ont la profonde douleur de faire part du décès de Monsieur Louis MARTINET leur cher époux, papa, grand-papa, oncle et parent, que Dieu a enlevé à leur affection à l'âge de 65 ans, après une longue et pénible maladie. Peseux, le 6 octobre 1937. (Châtelard 17) Repose en paix.. L'heure de l'ensevelissement sera indiqué ultérieurement. Cet avis tient lieu de lettre de faire-part ",EXP-1937-10-07-a-i0136,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/EXP-1937-10-07-a-i0136
"Remplacement Bureau de Lausanne cherche pour le mois d'août secrétaire qualifiée connaissant bien l'anglais (sténo anglaise). Adresser offres sous chiffre PC 37111 L à Publicitas, Lausanne. Cherche dame ou demoiselle de bon milieu, patiente, ayant expérience des malades, comme GOUVERNANT pour maison où monsieur est diminué de santé. Entrée pour le 15 août ou date à convenir. Ecrire sous chiffre L B 45284 L à Publicitas, Lausanne. ",GDL-1956-06-30-a-i0065,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1956-06-30-a-i0065
"SECRETAIRE 1 ordre est cherchée éventuellement pour demijoumée, par maison d'activité internationale, qui exige secrétaire direction sachant parfaitement le français et l'allemand et ayant des connaissances d'anglais. Adresser photo et copies de certificats sous chiffre FM 20568 L, à Publicitas, Lausanne. ",GDL-1956-11-24-a-i0065,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1956-11-24-a-i0065
"Pharmacies de service De 19 â 21 h. (dimanche de 9 â 21 b.) : Gamma, pi. du Tunnel-rue 2 Marchés Haab. rue de l'Aie 48 Constantin-Musy, rue Centrale 15 Oehrli. av. d'Ouchy 62 De 21 h. à 24 h. : Gamma, pi. du Tunnel-rue 2 Marchés De 24 h. au matin (pour urgence's seulement) Téléphoner au No 11 ",GDL-1956-10-22-a-i0039,fr,non-ad,missed_ad,False,https://impresso-project.ch/app/article/GDL-1956-10-22-a-i0039
LA 3e SfMA.INI: FOIS Ikbmb D'APRËS LA CÉLÈBRE PIÈCE DE -i-ïm HENRY BERNSTEIN RÉALISÉE PAR.. RAYMOND ROULEAU AvECmnnnwnpffn AU ,oeuvre-1937-09-17-a-i0149,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/oeuvre-1937-09-17-a-i0149
Les employés de la maison Dubuis Frères SA ont le regret de faire part du décès de Madame Adèle LUYET mère et belle-mère de leurs estimés patrons Les obsèques auront lieu ce vendredi 4 avril 1984 à 10 h 30 à Savièse ,LLE-1984-05-04-a-i0425,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1984-05-04-a-i0425
"La Société de développement de Gruyères Les professeurs, les élèves et le personnel de lInstitut « La Gruyère » ont le pénible devoir de faire part du décès de a le profond regret de faire part du décès de Monsieur Stanilas Butty Monsieur Stanislas Butty dévoué membre du comité leur cher directeur L office densevelissement sera célébré en léglise de Gruyères, ce lundi 4 juin 1984, à 15 heures L enterrement aura lieu en léglise de Gruyères, le lundi 4 juin 1984, à 15 heu ",LLE-1984-06-04-a-i0374,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1984-06-04-a-i0374
"A Notre-Dame de Tours GRANDE VENTE en faveur de l abri des malades Samedi 16 juin Dès 18 h., restauration ( jambon de campagne, vol-au-vent friture) Dès 20 h., concert par l ensemble de cuivres « Les Gais Lurons » de Forel-Autavaux. Dimanche 17 juin 9 h. 45, messe chantée par le choeur mixte de Monta gny. Dès 11 h., restauration ( jambon de campagne, vol-au-vent friture). Jeux-Stands-Bazars ",LLE-1984-06-15-a-i0114,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1984-06-15-a-i0114
"Le choeur mixte paroissial dUrsy a la profonde douleur de faire part du décès de Madame Nicoline Conus-Gachet épouse de M. Fernand Conus, mère et belle-mère de M 1 ™ et M. Paul Magne-Conus, membres dhonneur belle-soeur de MM- François Magnin et Joseph Schaller, médaillés Bene Merenti, tante de Bernard; et Claudine Gachet, de Marylise Devaud et de Bernadette Schallermembres actifs Pour les obsèques, prière de se référer à lavis de la famille 1763375 ",LLE-1984-08-07-a-i0219,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1984-08-07-a-i0219
"Monsieur Oscar Grand de le regrel de faire part du décès Madame Ellgène DupaSQUÎer itl p Francis, JLZ maman de M membre de le Dr Emile Dupasquier la commission externe Pour les avis de la obsèques famille. se référer à prière 43 ",LLE-1984-08-13-a-i0053,,non-ad,missed_ad,False,https://impresso-project.ch/app/article/LLE-1984-08-13-a-i0053
